review,rating,date,bank,source,polarity,subjectivity,sentiment,vader_compound,vader_sentiment,analysis_timestamp
it is not working at all,1,2025-11-15,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play Store,-0.10000000000000002,0.7999999999999999,negative,-0.6983,negative,2025-11-29 15:46:39.451948
A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,BOA,Google Play Store,0.09523809523809525,0.319047619047619,neutral,0.5927,positive,2025-11-29 15:46:39.451948
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play Store,0.1380952380952381,0.40476190476190477,positive,0.7757,positive,2025-11-29 15:46:39.451948
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,BOA,Google Play Store,0.02999999999999998,0.7877777777777778,neutral,0.0,neutral,2025-11-29 15:46:39.451948
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play Store,-0.1,0.5,neutral,0.6369,positive,2025-11-29 15:46:39.451948
"It's a quiet good and smoothly accessible app which allows users to transfer , Airtime Top-up, ATM withdrawal and Utilities payments.",5,2024-02-24,BOA,Google Play Store,0.35833333333333334,0.4361111111111111,positive,0.4588,positive,2025-11-29 15:46:39.451948
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play Store,0.07,0.6199999999999999,neutral,-0.8126,negative,2025-11-29 15:46:39.451948
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play Store,0.42833333333333334,0.6458333333333334,positive,-0.1415,negative,2025-11-29 15:46:39.451948
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play Store,0.0,0.6333333333333333,neutral,0.6072,positive,2025-11-29 15:46:39.451948
"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",1,2024-04-26,BOA,Google Play Store,-0.25,0.15000000000000002,negative,-0.5106,negative,2025-11-29 15:46:39.451948
"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,BOA,Google Play Store,-0.4549999999999999,0.43333333333333335,negative,-0.8111,negative,2025-11-29 15:46:39.451948
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play Store,0.0,0.75,neutral,-0.6478,negative,2025-11-29 15:46:39.451948
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play Store,0.4125,0.55,positive,0.8793,positive,2025-11-29 15:46:39.451948
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,BOA,Google Play Store,-0.16666666666666666,0.9666666666666667,negative,-0.4767,negative,2025-11-29 15:46:39.451948
fast and simple,5,2025-11-11,BOA,Google Play Store,0.1,0.47857142857142854,neutral,0.0,neutral,2025-11-29 15:46:39.451948
"the worst app I have ever used, I could've given 5 star if it worked properly even just for logging in and check my accounts. seemed that's impossible",1,2024-04-28,BOA,Google Play Store,-0.5555555555555555,0.7000000000000001,negative,-0.6249,negative,2025-11-29 15:46:39.451948
"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,BOA,Google Play Store,0.005681818181818177,0.4147727272727273,neutral,-0.4581,negative,2025-11-29 15:46:39.451948
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play Store,0.11499999999999999,0.3283333333333333,positive,0.714,positive,2025-11-29 15:46:39.451948
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play Store,-0.15000000000000002,0.65,negative,-0.6742,negative,2025-11-29 15:46:39.451948
it needs a timely update,5,2025-10-03,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
an exceptional banking app.,5,2025-10-16,BOA,Google Play Store,0.6666666666666666,1.0,positive,0.0,neutral,2025-11-29 15:46:39.451948
office branches have to improve their services please,4,2025-10-07,BOA,Google Play Store,0.0,0.0,neutral,0.6369,positive,2025-11-29 15:46:39.451948
very very lazy app,1,2025-10-26,BOA,Google Play Store,-0.325,1.0,negative,-0.4716,negative,2025-11-29 15:46:39.451948
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play Store,0.2,0.2,positive,0.4404,positive,2025-11-29 15:46:39.451948
"I tried it with different phones, it only worked for about a week and then it stopped working. It needs some serious work.",1,2024-04-25,BOA,Google Play Store,-0.1111111111111111,0.7555555555555555,negative,-0.296,negative,2025-11-29 15:46:39.451948
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play Store,-0.13000000000000003,0.3622222222222222,negative,0.0,neutral,2025-11-29 15:46:39.451948
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play Store,0.18181818181818182,0.5,positive,0.1757,positive,2025-11-29 15:46:39.451948
It is very bad app. not friendly usable. needs extremely strong network. Can't be updated easily.,1,2024-02-21,BOA,Google Play Store,-0.05770833333333325,0.7333333333333334,neutral,-0.5946,negative,2025-11-29 15:46:39.451948
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play Store,0.14999999999999997,0.7,positive,0.5719,positive,2025-11-29 15:46:39.451948
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play Store,0.15999999999999998,0.6,positive,0.7506,positive,2025-11-29 15:46:39.451948
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play Store,0.05000000000000001,0.4000000000000001,neutral,-0.7964,negative,2025-11-29 15:46:39.451948
App needs a lot of work. It continuously crashes and shuts down.,1,2024-04-30,BOA,Google Play Store,-0.15555555555555556,0.2888888888888889,negative,0.0,neutral,2025-11-29 15:46:39.451948
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play Store,0.375,0.675,positive,0.9475,positive,2025-11-29 15:46:39.451948
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play Store,-0.041666666666666685,0.5,neutral,-0.3382,negative,2025-11-29 15:46:39.451948
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,Google Play Store,-0.8,0.9,negative,-0.4019,negative,2025-11-29 15:46:39.451948
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,BOA,Google Play Store,0.11333333333333333,0.5466666666666666,positive,-0.8692,negative,2025-11-29 15:46:39.451948
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play Store,0.2,0.4,positive,0.3612,positive,2025-11-29 15:46:39.451948
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play Store,0.5,0.35,positive,0.7964,positive,2025-11-29 15:46:39.451948
It is really great to see you have solved some of the problems with the previous version. Thank you for taking time to improve.,5,2024-01-24,BOA,Google Play Store,0.3166666666666667,0.4583333333333333,positive,0.8479,positive,2025-11-29 15:46:39.451948
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play Store,0.0,0.25,neutral,0.0,neutral,2025-11-29 15:46:39.451948
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play Store,-0.3333333333333333,0.6055555555555555,negative,-0.6249,negative,2025-11-29 15:46:39.451948
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play Store,0.30833333333333335,0.6,positive,0.5423,positive,2025-11-29 15:46:39.451948
"Like I said before, the previous version was horrendous! I'm glad that you took time and decided to develop this awesome app. Well done!",5,2024-01-18,BOA,Google Play Store,0.4305555555555556,0.7222222222222223,positive,0.8504,positive,2025-11-29 15:46:39.451948
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play Store,-0.2,0.4,negative,0.0,neutral,2025-11-29 15:46:39.451948
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play Store,-0.016666666666666663,0.20000000000000004,neutral,-0.8491,negative,2025-11-29 15:46:39.451948
Definitly better than the privious version but this one crashes frequently and needed to put to sleep on andrioid version 9,2,2024-02-20,BOA,Google Play Store,0.3,0.4,positive,0.2382,positive,2025-11-29 15:46:39.451948
No feature works correctly. Its always buffering and needs probably high data. So its useless 😏😏😏,2,2024-04-30,BOA,Google Play Store,-0.16999999999999998,0.37,negative,-0.6461,negative,2025-11-29 15:46:39.451948
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play Store,-0.009595959595959602,0.3717171717171717,neutral,-0.4215,negative,2025-11-29 15:46:39.451948
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play Store,0.16666666666666666,0.5,positive,-0.2263,negative,2025-11-29 15:46:39.451948
"Why Why Why???? it is difficult to make transactions, it takes alot of time to make payments, i thought the update will make it work, but it got worse. please fix it",1,2024-04-28,BOA,Google Play Store,-0.45,0.8,negative,-0.6007,negative,2025-11-29 15:46:39.451948
After the recent update the application keeps crashing when I tried to open. Please fix.,1,2024-03-01,BOA,Google Play Store,0.0,0.375,neutral,0.3182,positive,2025-11-29 15:46:39.451948
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,BOA,Google Play Store,-0.13999999999999999,0.805,negative,-0.5006,negative,2025-11-29 15:46:39.451948
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play Store,-0.7142857142857143,0.8571428571428571,negative,-0.8106,negative,2025-11-29 15:46:39.451948
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play Store,0.06666666666666665,0.6333333333333333,neutral,-0.4515,negative,2025-11-29 15:46:39.451948
I think this one is better than the prvious one much faster but try to make it more faster like nib and cbe specially nib bake their app is very nice but the bank is not anyways good job on this one,5,2024-02-04,BOA,Google Play Store,0.5061904761904762,0.5619047619047619,positive,0.7683,positive,2025-11-29 15:46:39.451948
The old version is best. This one is so lagging and it's not fast to quick transfer,1,2024-04-30,BOA,Google Play Store,0.3333333333333333,0.4,positive,0.3525,positive,2025-11-29 15:46:39.451948
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play Store,-0.25,0.7,negative,-0.5067,negative,2025-11-29 15:46:39.451948
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play Store,0.016666666666666635,0.5333333333333333,neutral,0.2732,positive,2025-11-29 15:46:39.451948
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,BOA,Google Play Store,-1.0,1.0,negative,-0.6892,negative,2025-11-29 15:46:39.451948
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play Store,-0.65,1.0,negative,-0.4779,negative,2025-11-29 15:46:39.451948
The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play Store,1.0,0.3,positive,0.6369,positive,2025-11-29 15:46:39.451948
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play Store,0.2,0.3,positive,0.0,neutral,2025-11-29 15:46:39.451948
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play Store,1.0,0.3,positive,0.6696,positive,2025-11-29 15:46:39.451948
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,Google Play Store,-0.125,0.75,negative,0.1154,positive,2025-11-29 15:46:39.451948
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,Google Play Store,0.0,0.1,neutral,-0.2755,negative,2025-11-29 15:46:39.451948
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play Store,0.2,0.3,positive,0.0,neutral,2025-11-29 15:46:39.451948
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play Store,0.35,0.8,positive,0.3716,positive,2025-11-29 15:46:39.451948
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play Store,-0.16333333333333333,0.5133333333333333,negative,-0.7351,negative,2025-11-29 15:46:39.451948
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play Store,0.13636363636363635,0.45454545454545453,positive,0.0,neutral,2025-11-29 15:46:39.451948
"my device is not auto inserting The OTP, So keyboard should be enabled on the apps OTP login to insert OTP Manually.",3,2024-04-02,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,BOA,Google Play Store,-0.22430555555555556,0.47013888888888894,negative,-0.477,negative,2025-11-29 15:46:39.451948
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
It closes playing audio app when it is opened . What is the solution?,5,2024-04-06,BOA,Google Play Store,0.0,0.0,neutral,0.4767,positive,2025-11-29 15:46:39.451948
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play Store,-0.65,1.0,negative,-0.54,negative,2025-11-29 15:46:39.451948
This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,BOA,Google Play Store,0.0,0.0,neutral,-0.5959,negative,2025-11-29 15:46:39.451948
I used to access my Apollo account through the app before the update but now i can't access my Apollo account through this app and for me this is a step taken backwards!!!!!,3,2024-02-22,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play Store,0.0,0.0,neutral,0.0772,positive,2025-11-29 15:46:39.451948
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,BOA,Google Play Store,0.0,0.0,neutral,-0.2815,negative,2025-11-29 15:46:39.451948
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play Store,-0.2333333333333333,0.7666666666666666,negative,-0.6249,negative,2025-11-29 15:46:39.451948
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play Store,-0.39000000000000007,0.52,negative,0.0,neutral,2025-11-29 15:46:39.451948
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play Store,0.0,0.0,neutral,0.4118,positive,2025-11-29 15:46:39.451948
the new updated app exception handling for connection fluctuations is so exhausting which lead users to login repeated times.,1,2024-04-20,BOA,Google Play Store,-0.13181818181818183,0.4772727272727273,negative,-0.5009,negative,2025-11-29 15:46:39.451948
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play Store,0.13916666666666666,0.4483333333333333,positive,0.744,positive,2025-11-29 15:46:39.451948
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play Store,0.06666666666666665,0.6666666666666666,neutral,-0.897,negative,2025-11-29 15:46:39.451948
"This has to be your worst app ever, damm so many bugs and it lags so baddd. Please fix it",1,2024-04-12,BOA,Google Play Store,-0.25,0.75,negative,-0.6151,negative,2025-11-29 15:46:39.451948
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,BOA,Google Play Store,0.0,0.3,neutral,-0.4019,negative,2025-11-29 15:46:39.451948
Overrated service and recently glitching service system not being able to withdraw funds.,1,2024-02-26,BOA,Google Play Store,0.25,0.4375,positive,0.0,neutral,2025-11-29 15:46:39.451948
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,BOA,Google Play Store,0.5666666666666667,0.34166666666666673,positive,0.8294,positive,2025-11-29 15:46:39.451948
It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19,BOA,Google Play Store,0.4454545454545455,0.5181818181818182,positive,0.84,positive,2025-11-29 15:46:39.451948
BOA Mobile banking is hard to deal with. Very poor app never gets better it keep lagging,1,2024-02-12,BOA,Google Play Store,-0.10388888888888892,0.6072222222222222,negative,-0.8073,negative,2025-11-29 15:46:39.451948
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play Store,0.05000000000000001,0.5333333333333333,neutral,-0.4215,negative,2025-11-29 15:46:39.451948
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play Store,0.625,0.5,positive,-0.2001,negative,2025-11-29 15:46:39.451948
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play Store,0.475,0.7410714285714286,positive,0.7334,positive,2025-11-29 15:46:39.451948
The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13,BOA,Google Play Store,0.0,0.0,neutral,0.3612,positive,2025-11-29 15:46:39.451948
Just use other banks if you want a good mobile app. CBE is 40X faster and safe than this app.,1,2024-03-23,BOA,Google Play Store,0.35833333333333334,0.4916666666666667,positive,0.7269,positive,2025-11-29 15:46:39.451948
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play Store,0.5311111111111111,0.7911111111111112,positive,0.765,positive,2025-11-29 15:46:39.451948
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play Store,-0.37500000000000006,0.39999999999999997,negative,-0.3382,negative,2025-11-29 15:46:39.451948
"It says ""Something is wrong with your internet banking user, go to your nearest branch"" It hasn't been working since April 13.",1,2024-04-22,BOA,Google Play Store,-0.5,0.9,negative,-0.4767,negative,2025-11-29 15:46:39.451948
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play Store,-0.3,0.7428571428571429,negative,-0.7964,negative,2025-11-29 15:46:39.451948
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,BOA,Google Play Store,0.0,0.0,neutral,0.3182,positive,2025-11-29 15:46:39.451948
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play Store,-0.5,0.5,negative,-0.4019,negative,2025-11-29 15:46:39.451948
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play Store,0.16666666666666666,0.3,positive,0.0,neutral,2025-11-29 15:46:39.451948
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,BOA,Google Play Store,-0.3138888888888889,0.49722222222222223,negative,-0.7506,negative,2025-11-29 15:46:39.451948
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play Store,-0.375,0.375,negative,0.0,neutral,2025-11-29 15:46:39.451948
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play Store,-0.075,0.45,neutral,-0.7569,negative,2025-11-29 15:46:39.451948
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play Store,-0.30000000000000004,0.39999999999999997,negative,0.0,neutral,2025-11-29 15:46:39.451948
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play Store,0.058333333333333334,0.425,neutral,-0.2411,negative,2025-11-29 15:46:39.451948
Always there a problem with this app it says check your connection while connected 😞,1,2024-03-09,BOA,Google Play Store,0.0,0.0,neutral,-0.7003,negative,2025-11-29 15:46:39.451948
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play Store,0.0,0.3333333333333333,neutral,-0.1027,negative,2025-11-29 15:46:39.451948
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09,BOA,Google Play Store,0.2986111111111111,0.5138888888888888,positive,0.5928,positive,2025-11-29 15:46:39.451948
"""The choice for all"" It is interesting app,The old one was time spent to open the app. I am with you BoA.",5,2024-02-03,BOA,Google Play Store,0.125,0.32499999999999996,positive,0.4019,positive,2025-11-29 15:46:39.451948
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play Store,-0.3499999999999999,0.5833333333333333,negative,-0.6705,negative,2025-11-29 15:46:39.451948
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play Store,0.2888888888888889,0.6746031746031745,positive,0.7003,positive,2025-11-29 15:46:39.451948
It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play Store,-0.065,0.52,neutral,0.3182,positive,2025-11-29 15:46:39.451948
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play Store,-0.053125000000000006,0.684375,neutral,-0.2484,negative,2025-11-29 15:46:39.451948
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play Store,0.0,0.75,neutral,-0.4019,negative,2025-11-29 15:46:39.451948
The app got a better features and easy to use.,5,2024-02-20,BOA,Google Play Store,0.4666666666666667,0.6666666666666667,positive,0.7003,positive,2025-11-29 15:46:39.451948
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
The receipt download option is very convenient.,5,2024-02-22,BOA,Google Play Store,0.2,0.3,positive,0.0,neutral,2025-11-29 15:46:39.451948
Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,3,2024-04-30,BOA,Google Play Store,0.5201859907670454,0.45454545454545453,positive,0.0,neutral,2025-11-29 15:46:39.451948
More interactive and easy to use mobile app👌,5,2024-02-29,BOA,Google Play Store,0.4666666666666667,0.6666666666666667,positive,0.8518,positive,2025-11-29 15:46:39.451948
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play Store,-0.015625,0.246875,neutral,-0.5848,negative,2025-11-29 15:46:39.451948
I couldn't transfer because of bug's its annoying for a bank app nots acceptable,1,2024-03-15,BOA,Google Play Store,-0.8,0.9,negative,-0.1027,negative,2025-11-29 15:46:39.451948
Boa is the best app but Please Clear Instant or Not instant option of send money be for Asked !!!,5,2024-04-24,BOA,Google Play Store,0.275,0.5041666666666667,positive,0.8034,positive,2025-11-29 15:46:39.451948
I can't type my otp on it.,1,2025-10-01,BOA,Google Play Store,0.0,0.0,neutral,0.0,neutral,2025-11-29 15:46:39.451948
"Very slow response , try to some updates in the application",1,2024-04-27,BOA,Google Play Store,-0.39000000000000007,0.52,negative,0.0,neutral,2025-11-29 15:46:39.451948
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,Google Play Store,0.030000000000000065,0.6638888888888889,neutral,-0.5849,negative,2025-11-29 15:46:39.451948
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,Google Play Store,-0.39999999999999997,0.9666666666666667,negative,-0.8844,negative,2025-11-29 15:46:39.451948
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play Store,-0.3,0.5,negative,0.0,neutral,2025-11-29 15:46:39.451948
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play Store,0.5,0.5,positive,0.0,neutral,2025-11-29 15:46:39.451948
User friendly at it's best with the best security option.,5,2024-02-24,BOA,Google Play Store,0.7916666666666666,0.3666666666666667,positive,0.9325,positive,2025-11-29 15:46:39.451948
Only problem is often it has connectivity issues.,5,2024-04-23,BOA,Google Play Store,0.0,1.0,neutral,-0.4019,negative,2025-11-29 15:46:39.451948
More easy and secure fast app than previous one,5,2024-02-08,BOA,Google Play Store,0.2733333333333333,0.54,positive,0.7056,positive,2025-11-29 15:46:39.451948
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play Store,0.375,0.675,positive,0.0,neutral,2025-11-29 15:46:39.451948
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play Store,0.43333333333333335,0.8333333333333334,positive,0.6808,positive,2025-11-29 15:46:39.451948
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play Store,0.35,0.4625,positive,0.0,neutral,2025-11-29 15:46:39.451948
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,BOA,Google Play Store,-0.5,0.55,negative,-0.6249,negative,2025-11-29 15:46:39.451948
Very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,Google Play Store,-0.9099999999999998,0.8666666666666667,negative,-0.7501,negative,2025-11-29 15:46:39.451948
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play Store,-0.5,0.5,negative,-0.6249,negative,2025-11-29 15:46:39.451948
good for mb appliciation,5,2025-10-21,BOA,Google Play Store,0.7,0.6000000000000001,positive,0.4404,positive,2025-11-29 15:46:39.451948
The worst mobile banking app like the previous one. How long it would take for BOA to develop a good app?????? Years or decades?,1,2024-03-04,BOA,Google Play Store,-0.1291666666666667,0.5416666666666667,negative,0.3094,positive,2025-11-29 15:46:39.451948
