review,rating,date,bank,source,polarity,subjectivity,sentiment,vader_compound,vader_sentiment
Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,1,2025-03-10,CBE,Google Play Store,0.043181818181818175,0.32727272727272727,neutral,-0.0762,negative
- Stop showing toasts on errors. It keeps showing up after app is closed - Show paged transaction history. The latest 10 is not enough. - Network error is happening and it's taking money without filling airtime to my phone ...,1,2020-12-13,CBE,Google Play Store,0.13333333333333333,0.5,positive,-0.743,negative
"Do you even have tech support who reads the review and work on the glitch? the last update is totally unusable. Fix it quickly its a big national brand, it shouldn't have taken this long",1,2019-03-07,CBE,Google Play Store,0.056666666666666664,0.3633333333333334,neutral,0.4019,positive
"Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.",4,2023-01-04,CBE,Google Play Store,0.20625,0.75,positive,-0.6294,negative
"I have been using this app for one year.It Is an amazing application,I have never been used such like app in my life.It is very interactive ,compatiable with any android phones,easy to be used by any one irrespective of any level of education and very realiable to realized digital banking system all over the globe.I Wish all banking sectors will update their mobile banking system based on this app. CBE is My bank and I Proud of it Shumet Mamo Sassie",5,2023-12-26,CBE,Google Play Store,0.3,0.5,positive,0.9022,positive
"app is crashing with the new update. please fix it as soon as possible. I am in another country and not able to make transactions. Please, are you reading the reviews? Guys does anyone know if it works by uninstalling and reinstalling without needing to go the bank??",1,2019-03-21,CBE,Google Play Store,-0.03787878787878788,0.6931818181818182,neutral,0.6298,positive
"The app is very nice to use but why you guys are cutting 10birr for each transaction to telebirr? Please, consider all market segments, there are students and labour workers. We all are not that rich 10birr+ service fee to be cut. CBE please, consider these thing.",3,2024-06-25,CBE,Google Play Store,0.18500000000000003,0.8833333333333333,positive,-0.0873,negative
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,CBE,Google Play Store,-0.033333333333333326,0.7833333333333333,neutral,0.2869,positive
"The previous varsion of this application is good, yet recently it required verification code that unable to get online. So, is it realy fair to go to branc of bank to fill it? please improve such problem. Untill that i will going to uninstall this application. Good bye!!",1,2023-11-13,CBE,Google Play Store,0.24761904761904763,0.5023809523809524,positive,0.8802,positive
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play Store,-0.18229166666666669,0.6083333333333333,negative,-0.4814,negative
It used to be better in the previous. But after the recent update it keeps crashing as soon as it logs in.. it needs to be fixed.,1,2025-02-11,CBE,Google Play Store,0.10833333333333334,0.2791666666666667,positive,0.2382,positive
"I have been using the App since it is first released and it has been nice, but the latest Update are very worse the app crashes frequently and drains battery highly.",3,2025-02-27,CBE,Google Play Store,0.18166666666666667,0.6422222222222222,positive,-0.5704,negative
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,CBE,Google Play Store,0.04545454545454545,0.48484848484848486,neutral,-0.4767,negative
"Best in every thing but we can't trarnsfer to other banks with RTGS it costs us 50 cent per 100 birr which means 500 birr for 100,000 birr it's not fair to cost us this much. Even Abyssinia bank has RTGS which only cost 25 birr to transfer as much as we want. So, pls update ur system",2,2022-09-10,CBE,Google Play Store,0.15416666666666667,0.4958333333333334,positive,0.2633,positive
One limitation of the the app is that it is not functioning with normal mobile data (3G). It needs wifi or stronger signal. How can I fix this issue? Any help.,3,2021-04-21,CBE,Google Play Store,0.15,0.6499999999999999,positive,0.4767,positive
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play Store,0.2847222222222222,0.41250000000000003,positive,0.7823,positive
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play Store,0.16666666666666666,0.16666666666666666,positive,0.5859,positive
"I gave 1 star, because to get verification number must go to branch. Now day technology is developing by speed of light. Please make it register and usable without going branch. The i will give 5 star.",1,2022-05-09,CBE,Google Play Store,0.4,0.7,positive,0.3818,positive
If there was a lesser rating I'd have given it to this app! What's with all this service charges? With the amount they're charging for everything I'm afraid we'll be paying to even look in their direction.,1,2024-09-12,CBE,Google Play Store,-0.3,0.7,negative,-0.3382,negative
"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.",3,2023-09-05,CBE,Google Play Store,0.23015873015873012,0.32936507936507936,positive,0.6557,positive
"Eventhough its a good app in many things,the main problem I faced from this app:It does not have an option or afeature that gives u achance to transfer money from the account to another telebirr wallet as other banks do.rather it says:transfer to your own telebirr wallet..why only to own telebirr wallet?",1,2023-09-26,CBE,Google Play Store,0.34880952380952385,0.6869047619047619,positive,0.0516,positive
Would've given it 5 but sometimes it doesn't work properly. It's been 3 days since it stopped transferring money and buying airtime,4,2020-08-29,CBE,Google Play Store,0.0,0.1,neutral,-0.3291,negative
Thanks for the update as it eradicates several errors but my concern is that I couldn't download or send the transaction detail after a transfer/yransaction is made.,4,2022-02-23,CBE,Google Play Store,0.1,0.1,neutral,0.0644,positive
"I haven't been seen on it any problems before but here i faced some obstacles to enter to my account it says me ""no account available"" so help me and solve this problem.",4,2024-01-11,CBE,Google Play Store,0.17500000000000002,0.2,positive,-0.3613,negative
The app is crashing several times it's really annoying and sometimes it's says failed during different operations ?????? Please fix it!?,1,2025-02-04,CBE,Google Play Store,-0.325,0.44999999999999996,negative,-0.7387,negative
"The App is very good. What I couldnot see is transfer history beyond one week, such as a month or two months. Is there any way to do that?",4,2020-08-30,CBE,Google Play Store,0.45499999999999996,0.6400000000000001,positive,0.4927,positive
let me get this straight you have to go to the Bank to get the verification code ? for get it I leave abroad. I am trying to activate my swift account pending for three weeks I try to call the number no body picks up .😡😡😡,1,2021-03-15,CBE,Google Play Store,0.2,0.4,positive,0.2083,positive
"Can developers present options to see transactions details like locations ( city ) or CBE branches where transactions are initiated or identity who wired transfers rather than simple generic term ""transfer"" ? This option helps to track cash in flows without going to nearby CBE branch to learn details of a transaction. Apart from this, the app is great and make life easy.",4,2021-09-03,CBE,Google Play Store,0.24666666666666667,0.38809523809523816,positive,0.9022,positive
"Good and better app compared to other bank's, but the remard/naration is ommited when we make a screenshoot, so better to include the remark.",5,2024-11-04,CBE,Google Play Store,0.39375,0.49375,positive,0.8407,positive
"It's the best beginning, as CBE is back-bone of our economy, it needs more accessibility with security. So, it will be better when biometric screening system installed to this app to advance the security.",4,2023-10-05,CBE,Google Play Store,0.6666666666666666,0.43333333333333335,positive,0.9035,positive
Shall we stop using the mobile banking app.what is your intention with putting 10 birr charge on every transaction. How can u manage on charging 10 birr on 5 birr transaction it's not fair. Upgrade your inconsiderate system.,1,2024-01-27,CBE,Google Play Store,-0.35,0.9,negative,-0.7237,negative
"Best Mobile-Banking app! Moreover, I will rate 5 stars as soon as you add ""account statement display"" menu in it. Hopefully waiting, Thank you in advance!",4,2024-12-30,CBE,Google Play Store,1.0,0.3,positive,0.8745,positive
It sends unwanted welcome notification every time you login. There is no way that you can disable this.,3,2025-02-13,CBE,Google Play Store,0.8,0.9,positive,-0.0258,neutral
"Nice app, I live abroad and I was managing transactions using the app since last 4 months. but now after 3 4 days onward, I couldn't access it. pls any one can help me with this?",4,2022-02-11,CBE,Google Play Store,0.24545454545454545,0.5222222222222223,positive,0.627,positive
The application used to work just fine a few month's before however recently it is not wornking properly and dosen't show any recent transaction.,3,2023-09-05,CBE,Google Play Store,0.043333333333333335,0.24,neutral,0.2023,positive
After updating the app the transaction only lasted for only a week and it's not very useful when reviewing your oldest debits.,1,2023-05-02,CBE,Google Play Store,-0.03846153846153846,0.6666666666666666,neutral,-0.3865,negative
"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,CBE,Google Play Store,0.39166666666666666,0.5416666666666666,positive,0.5789,positive
"When you try to search for a help (chat, hotline, email, phone) you see the bottom ""Help"" which redirectes you to !!!Donations to various charity organisations. Please dear CBE IT department , when user searches for help it is to get assistance not to give money. What you named help other banks call ""Charity"" ""Donate"" etc. And yes users need HELP. Not everyone has opportunity to run 5 times per day to the branch and try to find why the money he transferred is disappeared.",1,2024-02-24,CBE,Google Play Store,-0.0625,0.4375,neutral,0.9722,positive
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,CBE,Google Play Store,0.4,0.375,positive,0.8728,positive
"What is this ""none available"" nonsense? The Mobile banking doesn't work either. I even went to a nearby bank to get it fixed but they don't even know what to do. This is so frustrating.",1,2024-01-03,CBE,Google Play Store,0.033333333333333326,0.5,neutral,-0.6687,negative
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play Store,0.15606060606060604,0.45194805194805193,positive,0.4601,positive
It is a good app. It only requires the account holder to use it regularly. It will be better if you make it available every time the user needs it whether he uses it regularly or not. Why is it closed?,5,2024-05-18,CBE,Google Play Store,0.21428571428571427,0.39340659340659345,positive,0.7003,positive
"It need some listed improvements below. 1. Try to desplay at lst one month transaction 2. Try to solve weekend transaction display error 3. ""Failed"" message after few processing",3,2024-09-07,CBE,Google Play Store,-0.35,0.2,negative,-0.4404,negative
"All those service interruptions... , When you update it stops working and to start using an new appliance you need to go to the bank to activate it... uff...",1,2024-08-01,CBE,Google Play Store,0.13636363636363635,0.45454545454545453,positive,-0.5106,negative
What an awful app... Doesn't tell you it charges you for transferring money to another bank.. useless... Hard to use and glitches. Barely works,1,2023-09-23,CBE,Google Play Store,-0.4354166666666667,0.4604166666666667,negative,-0.8074,negative
it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.,4,2023-03-18,CBE,Google Play Store,0.16342857142857142,0.5422857142857143,positive,-0.128,negative
"It could be very useful if the app is able to show all the transactions made with out limitations, the current app shows only recent transactions.",3,2021-06-04,CBE,Google Play Store,0.178,0.45499999999999996,positive,0.4927,positive
"Accounts only displays the first 14 transactions; it would be preferable if we could see all transactions, especially if we could search by transaction number.",4,2023-09-16,CBE,Google Play Store,0.08333333333333333,0.7777777777777777,neutral,0.0772,positive
It simply expires with in short period of time. And also it optionally sends multiple times.,3,2023-07-03,CBE,Google Play Store,0.0,0.21904761904761905,neutral,0.0,neutral
It's a very good and helpful mobile banking app when compared with other local banking apps. Thank you!,5,2021-12-12,CBE,Google Play Store,0.26166666666666666,0.38500000000000006,positive,0.8422,positive
It is very funny and useless app. They developed the app either with lack of necessary technological knowledge or purposely to manipulate their customers. A huge shame for such kinda influential company.👎👎,1,2023-12-05,CBE,Google Play Store,0.05416666666666666,0.65,neutral,-0.0935,negative
The app is nice. But from the previous version we can transfer amount to the added beneficiaries. On this version not.,3,2021-03-14,CBE,Google Play Store,0.21666666666666667,0.5833333333333334,positive,0.6808,positive
"It used to be awosome but since yesterday I can't use the app. It will accept my password and say ""syce finished"" but it does not allow me to access any service.",5,2023-09-23,CBE,Google Play Store,0.0,0.0,neutral,0.3402,positive
Improvements needed on areas: 1- to enable creating multiple accounts within the same CBE app 2- to have an access to multiple accounts with one ID number 3- maximise transaction pages for better references 4- increase security options from sms to email address,3,2023-11-01,CBE,Google Play Store,0.125,0.15625,positive,0.886,positive
Everything is good. Specially its simplicity. But it is better if there were transaction feature for more than one account in separate,4,2024-02-14,CBE,Google Play Store,0.5142857142857142,0.5428571428571429,positive,0.7003,positive
The App was working fine until the last update Now nothing is working I can't view my balance transfer money send money to my Owen telebirr account view my transaction details the app has become useless please fix it.,1,2023-10-15,CBE,Google Play Store,-0.027777777777777773,0.25555555555555554,neutral,0.0772,positive
"The reason I give you one star it's because you always need verification key in bank branch this issue is not good at all,it's better to work like other bank like united bank awash bank they not required authorization by bank branch only app give you verification key not by bank branch",1,2023-03-23,CBE,Google Play Store,0.00416666666666667,0.7458333333333332,neutral,0.8071,positive
It is good but some issues like -It only allows for own telebir account transfer what about for the others telebir accouts ? If possible please include for the others -please merge CBE banking app with CBE birr app like Awash birr,3,2022-11-20,CBE,Google Play Store,0.32499999999999996,0.9,positive,0.9239,positive
"After I installed the app, when I tried to send money before, it would bring me the people I sent, but now this thing is gone, so why is the suggestion left? Other than that, it is a great application that is easy to use and accessible",3,2024-02-11,CBE,Google Play Store,0.2966666666666667,0.4666666666666667,positive,0.8885,positive
Doesn't have option to generate statement for transactions,3,2025-09-18,CBE,Google Play Store,0.0,0.0,neutral,0.0,neutral
Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,5,2023-03-15,CBE,Google Play Store,0.3375,0.41250000000000003,positive,0.6808,positive
Some of the worst app made by a bank in order to login when changing phone you have to go to a bank manager and the manager always say something new to login you back to the app it's sad there making billions and cant handle to make a better app for it.,1,2022-12-05,CBE,Google Play Store,-0.17272727272727276,0.5909090909090909,negative,-0.6486,negative
I have been using this app for log time since It come to existence and its its marvelous app and usually enjoy its function and simplicity. I know pay everything with this app and make my transaction all by this app. Great Job by CBE.,4,2024-09-25,CBE,Google Play Store,0.7333333333333334,0.75,positive,0.8957,positive
"It is not functional after installing error message says ""this device is rooted.you can't use this app."" i think it is not compatible for android 10",2,2021-08-04,CBE,Google Play Store,0.0,0.0,neutral,-0.4019,negative
The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,4,2025-01-26,CBE,Google Play Store,-0.2,0.7,negative,0.3182,positive
It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,3,2025-02-22,CBE,Google Play Store,-0.07777777777777778,0.3944444444444445,neutral,-0.2411,negative
"We need the previous Version. This one doesn't work, specially while you are in recents and tries to scroll down. Its just rubbish. YOU BETTER SOLVE IT, OR I will transfer to AWASH.",1,2022-10-19,CBE,Google Play Store,0.08698412698412698,0.3853968253968254,neutral,0.7324,positive
"updated version keeps crashing on Android Oreo, please fix it. UI is also really bad. its functional but could be a lot better.",3,2019-03-05,CBE,Google Play Store,-0.09999999999999992,0.5833333333333333,neutral,0.4773,positive
In most of the cases the app doesn't work properly. It is more than a week the app was stopped working.,1,2020-10-18,CBE,Google Play Store,0.5,0.5,positive,-0.2263,negative
excellent but sometimes can not connect,5,2025-11-10,CBE,Google Play Store,1.0,1.0,positive,0.3291,positive
Very important for more security now the secret pin is only 4 digit but make for better security 6-8 digits pin please Very nice ui design but the top up is not working please Fix the bug,5,2020-09-30,CBE,Google Play Store,0.3428571428571429,0.7428571428571429,positive,0.945,positive
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,Google Play Store,-0.00234375,0.8800000000000001,neutral,-0.8979,negative
"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.",4,2024-12-17,CBE,Google Play Store,0.12916666666666668,0.7145833333333332,positive,0.7906,positive
Its nice app. If its possible please try to add standing order option. We need it just to contribute small money in monthly basis for people in need or for spiritual things.,5,2022-07-29,CBE,Google Play Store,0.0875,0.6333333333333333,neutral,0.6249,positive
I wrote that 15 days ago i think. It's better now for the most part. Also please stop showing toasts! There is no way to stop it from showing repeatedly,5,2021-10-09,CBE,Google Play Store,0.5625,0.5,positive,-0.1099,negative
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play Store,0.45499999999999996,0.8900000000000001,positive,0.8104,positive
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,Google Play Store,-0.25,0.625,negative,0.0,neutral
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,Google Play Store,0.2310185185185185,0.610648148148148,positive,0.9834,positive
"Amazing App. But sometimes the app won't show the account balance. It says ""no accounts available""",5,2024-05-12,CBE,Google Play Store,0.5,0.65,positive,0.34,positive
I have been using it for the last three years and was working perfectly but since this week cannot even show my balance and unable to make payment. Please try to fix it.,2,2021-04-29,CBE,Google Play Store,0.16666666666666666,0.5222222222222223,positive,0.6757,positive
The new update is seems force enable developer options on setting. And please fix the problem on iphones it only works for few days every time it get maintained at branches,1,2025-01-17,CBE,Google Play Store,-0.02121212121212122,0.5181818181818182,neutral,-0.1027,negative
This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,1,2025-01-13,CBE,Google Play Store,-0.5,0.7,negative,-0.836,negative
Doesn't work when a lot of people are using CBE services and usually on weekends. Customer service not helpful or doesn't even respond.,1,2024-03-09,CBE,Google Play Store,-0.25,0.25,negative,-0.3252,negative
My phone is not rooted however the app claims that it is. Please fix this bug. Whoever wrote the verification for a rooted OS please please please revisit your code.,1,2021-06-24,CBE,Google Play Store,0.0,0.0,neutral,0.802,positive
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,2025-10-02,CBE,Google Play Store,0.11499999999999999,0.395,positive,0.25,positive
"This app is smart app for me. For making it more the best, I suggest that it is good if the transactions list were up to 2 or 3 months or even more.",5,2024-03-31,CBE,Google Play Store,0.582857142857143,0.5085714285714286,positive,0.8773,positive
"I have started using these apps since 2020, and I have experienced a suitable way to do digital money exchange and a simple way of transferring cash.",5,2023-12-14,CBE,Google Play Store,0.3375,0.5017857142857143,positive,0.0,neutral
I realy hate this app it simply keep on saying that your device is rooted you can't use this ap when my device is not rooted so you better consult an android developer✌️ so one star is too much....,1,2021-06-19,CBE,Google Play Store,-0.02500000000000001,0.48928571428571427,neutral,-0.1335,negative
Ever loved apps software for transaction timely and with speed. But the activation key process should be improved.,4,2022-02-12,CBE,Google Play Store,0.35,0.9,positive,0.765,positive
It just keeps getting worse. You no longer have the frequently sent accounts log which was the best feature of this app.,3,2024-02-12,CBE,Google Play Store,0.2333333333333333,0.39999999999999997,positive,-0.0258,neutral
"Too much slow n not working most of the time. ""Processing"" ""sync failed""... pls some one tell me how i can remove the update n use the pervious version??",1,2020-07-28,CBE,Google Play Store,-0.10000000000000002,0.39999999999999997,negative,-0.5204,negative
Great App. I wonder why do I need CBE Birr when this app works pretty good and exceedingly convenient. There were bugs but it seems like they are now addressed.,4,2022-01-04,CBE,Google Play Store,0.5833333333333334,0.7833333333333333,positive,0.8338,positive
"Good interface, but long waiting for synchronization. U better need to look at the backend infrastructure",4,2020-08-19,CBE,Google Play Store,0.3833333333333333,0.5,positive,0.7003,positive
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play Store,0.5,0.5,positive,0.1486,positive
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play Store,0.4928571428571428,0.5678571428571428,positive,0.6369,positive
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play Store,0.5,0.5,positive,-0.1027,negative
for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,1,2025-06-29,CBE,Google Play Store,1.0,1.0,positive,0.3291,positive
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play Store,-0.12121212121212122,0.41818181818181815,negative,0.2023,positive
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,CBE,Google Play Store,0.6066666666666667,0.6683333333333333,positive,0.908,positive
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play Store,0.0,0.0,neutral,0.0,neutral
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play Store,0.5,0.275,positive,0.6369,positive
"this application provides timely service in a good, fast and reliable manner.",5,2025-09-23,CBE,Google Play Store,0.44999999999999996,0.6000000000000001,positive,0.4404,positive
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,CBE,Google Play Store,-1.0,1.0,negative,-0.4767,negative
very good application! thank you all who participate!,5,2025-10-08,CBE,Google Play Store,1.0,0.7800000000000001,positive,0.7608,positive
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,2025-10-07,CBE,Google Play Store,0.45,0.575,positive,0.8689,positive
screen shoot always not allowed why?,5,2025-10-02,CBE,Google Play Store,0.0,0.0,neutral,-0.34,negative
"I appreciate CBE for letting us enjoy this wonderful app. However, I would like it even more if you could raise the maximum amount to transfer from 25,000 to other banks.",4,2023-01-02,CBE,Google Play Store,0.44375,0.59375,positive,0.9149,positive
I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,3,2022-05-06,CBE,Google Play Store,0.0,0.0,neutral,0.296,positive
Recent and Accounts not responding thw previous version was nice. This version UI looks attractive but almost half features not working.,1,2023-01-26,CBE,Google Play Store,0.21333333333333332,0.5166666666666666,positive,0.431,positive
After updating The app says This Device is rooted. You can't use this app. But my phone is not rooted I don't think it works on Android 11. Please fix it,1,2022-01-07,CBE,Google Play Store,0.0,0.0,neutral,0.4497,positive
"The best mobile banking in the world. I love it, thank you!!!! But try to have more servers, sometimes it is busy.",4,2024-10-21,CBE,Google Play Store,0.65,0.425,positive,0.7974,positive
I excuted an order just once but this app has doubled it on it's own on my last order.With that I had to pay extra 100OETB unnecessarily. A bit of annoying 🙄,1,2023-08-14,CBE,Google Play Store,-0.12000000000000002,0.5933333333333334,negative,-0.631,negative
"Not able to get transaction list, it has very few options from what other Banks mobile app offer. It needs improvement.",2,2021-09-10,CBE,Google Play Store,-0.21166666666666667,0.37666666666666665,negative,0.4588,positive
The app was like very wonderful and easy to use but currently some problem is faced me which is after login does not show me account balance and account number.how can i solve this problem??,5,2023-07-03,CBE,Google Play Store,0.4777777777777778,0.7444444444444445,positive,-0.3755,negative
"this app has bugs all over it!! you cant see your balance,transfer money inaddition shows error msg ""none available"". fix this!!",2,2023-05-31,CBE,Google Play Store,0.625,0.4,positive,-0.5951,negative
Please don't make us force update the app it log us out and we need to go in person to the branch to use the app that is hard for people like us who travele a lot from country,1,2023-03-21,CBE,Google Play Store,-0.2916666666666667,0.5416666666666666,negative,0.5267,positive
"After I update latest app I can't use any feature on it. I can't see my amount, I can't transfer and all services are not working",2,2023-09-29,CBE,Google Play Store,0.5,0.9,positive,0.0,neutral
I like it very much..is secured and easy to use..we can easily make a transaction with accounts of the same bank..,4,2021-09-28,CBE,Google Play Store,0.26666666666666666,0.5229166666666667,positive,0.8683,positive
I like this app. It is very helpfull. The draw back is it doesn't order transactions accordingly and it stops responding without any notification.,3,2024-11-16,CBE,Google Play Store,0.1,0.15,neutral,0.2263,positive
"Yesterday, system hackers have taken money out of my CBE account due to problems related with the CBE BIRR SMS and internet banking systems.You must further increase security of the system.I am willing to give further details if necessary. System hackers have unlocked the programning of cash transfer, I understood.",1,2024-07-15,CBE,Google Play Store,0.020833333333333332,0.5875,neutral,0.25,positive
The app is working despite limited connectivity. I tried it from USA and satisfied. Keep it up to remain in the fierce competition!,4,2021-12-19,CBE,Google Play Store,0.2767857142857143,0.5714285714285714,positive,0.5801,positive
"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",2,2025-01-25,CBE,Google Play Store,0.045238095238095244,0.5261904761904762,neutral,-0.4086,negative
"Starting from the past two weeks, it is not working properly. Did you release any update? If not please investigate the problem and solve it.",3,2021-07-11,CBE,Google Play Store,-0.08333333333333333,0.15,neutral,-0.4333,negative
"As i downloaded the app, I had and issue of the authorization code. I don't even get any notification that provides this code.",1,2020-08-20,CBE,Google Play Store,0.0,0.0,neutral,0.0,neutral
"New Update Is A Huge Improvement. Very Nice Interface. Version 4.1 Is The Best Yet. Keep It Up. I Have One Suggestion, Make The App Able To Sync Multiple Accounts Not Just One.",5,2020-07-16,CBE,Google Play Store,0.4693939393939394,0.546590909090909,positive,0.9117,positive
"The banks logo, the hidden accounts data are not seen. It is saying it saying unconnected and hence does not sync.",2,2025-01-05,CBE,Google Play Store,-0.16666666666666666,0.3333333333333333,negative,0.0,neutral
Most of the time response time using msg is to slow many of wrongly transfer more than ones. I wish it is instant.,4,2023-09-13,CBE,Google Play Store,0.11666666666666665,0.5777777777777777,positive,0.4019,positive
I am spending too much time because it gets stuck frequently. I would rather go to pay at the bank than waste my time with this app. Bad app,1,2021-09-03,CBE,Google Play Store,-0.14999999999999997,0.29166666666666663,negative,-0.8271,negative
"The app only work on working hour from 8 am-5pm it dont work at night or early in the morning, why do we need it then...try to fix it.",1,2024-08-10,CBE,Google Play Store,0.05,0.65,neutral,0.0,neutral
I was using this up for while but after I logged out for several weeks and tried it again it failed to log in .. then I Uninstall the and tried it again after reinstall but somehow it needs a verification code form CBE,2,2019-03-22,CBE,Google Play Store,-0.25,0.15,negative,-0.6652,negative
"Great app, but the only problem, i encounter with it is that branches are not willing to open it for you, every branch will try to send you else where",5,2023-11-21,CBE,Google Play Store,0.16875,0.75,positive,-0.25,negative
When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,1,2023-01-30,CBE,Google Play Store,0.09375,0.59375,neutral,0.3818,positive
The app is good but it needs some improvment. It is better to enable two accounts within one mobile to work with in a single app by switching out.,3,2022-02-13,CBE,Google Play Store,0.3761904761904762,0.4380952380952381,positive,0.7003,positive
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,Google Play Store,-0.012499999999999997,0.2875,neutral,0.6696,positive
"No proper transaction is being recorded or presented on your the UI, the main features of the app is not working properly yet they have so many service in the app",1,2024-08-17,CBE,Google Play Store,0.16666666666666666,0.2583333333333333,positive,-0.296,negative
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,CBE,Google Play Store,0.509090909090909,0.5636363636363637,positive,0.6486,positive
this is very useful and consistent app,5,2025-09-23,CBE,Google Play Store,0.32,0.125,positive,0.4927,positive
"Was so nice, days ago. But since last week I couldn't transfer and use it, properly. Would you forwarded me any option, please ? Thank you!",2,2021-08-23,CBE,Google Play Store,0.19999999999999998,0.3888888888888889,positive,0.8195,positive
"Better than the previous apps, you can get the current balance with the acct.numer without too much ado.",5,2020-07-30,CBE,Google Play Store,0.13333333333333336,0.31666666666666665,positive,0.4404,positive
"Like always it is the worst app of all time, even I doubt it's oudated or updated. My phone is not rooted and it says you can't use this app because it's rooted",1,2020-12-04,CBE,Google Play Store,-1.0,1.0,negative,-0.6249,negative
"Since Yesterday New Update, It doesn't show my amount and doesn't task anything at all ! I hope to fix this issues sooner than later!",1,2023-09-06,CBE,Google Play Store,0.08522727272727272,0.22727272727272727,neutral,0.5399,positive
